Instance,Jobs,Stages,InitialFitness,BestFitness,WorstFitness,AvgFitness,StdDev,FinalFitness,Improvement(%),RPD(%),ExecutionTime_ms,TimePerGen_ms,PopSize,Generations,ConvergenceGen,ConvergencePercent(%),FitnessDiversity,BestChromosome,PSOConfig
I11,15,3,2.0000,2.0000,114.0000,37.3240,35.3240,2.0000,0.0000,0.0000,10244.0000,5.1220,250,2000,0,0.0000,3.0008,2-8-7-14-3-11-4-15-10-12-6-13-1-9-5,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I12,15,4,1982.0000,1916.0000,2612.0000,2184.2720,268.0530,1916.0000,3.3300,0.0000,19327.0000,9.6635,250,2000,127,6.3500,0.3186,8-1-13-15-14-4-10-12-7-9-2-5-6-3-11,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I13,15,4,1622.0000,1549.0000,2219.0000,1807.1120,257.9072,1549.0000,4.5006,0.0000,31630.0000,15.8150,250,2000,22,1.1000,0.3708,1-8-6-3-2-5-7-4-9-12-13-15-10-14-11,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I14,15,4,174.0000,167.0000,685.0000,315.0360,147.9917,167.0000,4.0230,0.0000,21069.0000,10.5345,250,2000,25,1.2500,1.6443,15-9-6-3-12-4-13-8-1-7-5-10-14-2-11,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I15,15,4,323.0000,302.0000,779.0000,505.3440,203.1042,302.0000,6.5015,0.0000,23266.0000,11.6330,250,2000,137,6.8500,0.9439,1-7-15-3-4-14-8-11-13-9-6-5-10-12-2,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I16,15,4,0.0000,0.0000,7.0000,0.1600,0.1600,0.0000,0.0000,0.0000,20430.0000,10.2150,250,2000,0,0.0000,43.7500,1-3-14-7-13-5-9-4-10-12-15-2-11-6-8,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I17,20,2,3249.0000,2921.0000,4294.0000,3555.3680,625.0170,2921.0000,10.0954,0.0000,11448.0000,5.7240,250,2000,1810,90.5000,0.3862,20-18-2-9-5-4-7-15-1-14-6-17-11-3-12-10-19-13-16-8,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I18,20,2,2867.0000,2698.0000,4026.0000,3309.0400,598.5973,2698.0000,5.8947,0.0000,15019.0000,7.5095,250,2000,1397,69.8500,0.4013,13-18-4-15-11-12-10-20-6-16-5-2-1-9-14-19-8-7-3-17,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I19,20,2,81.0000,72.0000,370.0000,186.4640,114.3874,72.0000,11.1111,0.0000,12917.0000,6.4585,250,2000,35,1.7500,1.5982,18-14-10-19-3-2-17-6-15-20-4-11-1-7-13-9-16-5-8-12,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I20,20,2,68.0000,68.0000,392.0000,163.9920,95.9920,68.0000,0.0000,0.0000,12732.0000,6.3660,250,2000,0,0.0000,1.9757,11-1-20-10-19-8-13-7-12-3-2-17-4-9-18-6-14-5-16-15,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I21,20,2,686.0000,614.0000,1491.0000,935.6000,316.1062,614.0000,10.4956,0.0000,13011.0000,6.5055,250,2000,919,45.9500,0.9374,18-3-2-6-4-5-11-9-19-13-12-14-8-10-20-7-17-15-16-1,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I22,20,2,502.0000,463.0000,1178.0000,786.8440,321.1760,463.0000,7.7689,0.0000,15985.0000,7.9925,250,2000,436,21.8000,0.9087,6-19-13-14-12-8-4-18-1-10-9-11-7-16-5-15-20-3-17-2,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I23,20,3,4626.0000,4418.0000,5409.0000,4877.4280,455.4486,4418.0000,4.4963,0.0000,14495.0000,7.2475,250,2000,582,29.1000,0.2032,5-18-19-15-14-2-3-11-1-13-6-9-17-7-20-4-8-10-16-12,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I24,20,3,3693.0000,3468.0000,4548.0000,4029.0840,553.7001,3468.0000,6.0926,0.0000,15263.0000,7.6315,250,2000,1370,68.5000,0.2681,14-1-9-15-11-17-4-7-6-2-16-18-3-5-12-10-19-13-8-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I25,20,3,42.0000,40.0000,301.0000,125.8400,85.8390,40.0000,4.7619,0.0000,14731.0000,7.3655,250,2000,1,0.0500,2.0741,7-12-4-10-20-6-17-3-11-9-13-15-14-16-1-2-5-8-18-19,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I26,20,3,97.0000,85.0000,508.0000,212.3840,127.0619,85.0000,12.3711,0.0000,15351.0000,7.6755,250,2000,293,14.6500,1.9917,19-15-18-17-10-16-14-7-8-13-3-12-1-2-6-5-20-4-9-11,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I27,20,3,792.0000,686.0000,1474.0000,1063.9960,373.7344,686.0000,13.3838,0.0000,14867.0000,7.4335,250,2000,530,26.5000,0.7406,15-16-20-2-14-18-11-13-17-10-12-3-1-19-9-8-4-5-6-7,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I28,20,3,646.0000,579.0000,1171.0000,856.8040,276.0762,579.0000,10.3715,0.0000,11683.0000,5.8415,250,2000,900,45.0000,0.6909,8-20-17-12-11-3-14-4-13-1-16-5-19-7-9-15-6-18-2-10,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I29,20,3,450.0000,393.0000,1042.0000,678.1600,284.2494,393.0000,12.6667,0.0000,14977.0000,7.4885,250,2000,704,35.2000,0.9570,13-15-2-17-6-18-12-3-20-4-8-10-5-19-16-11-1-7-9-14,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I30,20,3,78.0000,78.0000,411.0000,197.4480,119.4480,78.0000,0.0000,0.0000,18361.0000,9.1805,250,2000,0,0.0000,1.6865,16-8-20-2-19-9-7-18-10-5-17-6-4-14-12-11-1-13-15-3,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I31,20,3,127.0000,108.0000,498.0000,244.2720,135.7688,108.0000,14.9606,0.0000,16051.0000,8.0255,250,2000,167,8.3500,1.5966,14-7-16-11-6-12-15-13-8-10-3-2-19-17-18-1-4-5-9-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I32,20,3,0.0000,0.0000,72.0000,15.3800,15.3800,0.0000,0.0000,0.0000,19801.0000,9.9005,250,2000,0,0.0000,4.6814,3-15-10-5-7-11-12-1-19-4-6-13-18-8-14-16-9-20-2-17,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I33,20,4,4028.0000,3756.0000,5139.0000,4306.1160,544.3053,3756.0000,6.7527,0.0000,20456.0000,10.2280,250,2000,475,23.7500,0.3212,5-9-20-12-11-13-18-10-8-15-19-3-1-4-7-17-14-6-2-16,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I34,20,4,3624.0000,3373.0000,4337.0000,3820.1680,442.3280,3373.0000,6.9260,0.0000,17222.0000,8.6110,250,2000,1015,50.7500,0.2523,4-14-13-17-20-6-8-9-16-10-5-18-15-1-3-7-11-2-12-19,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I35,20,4,0.0000,0.0000,56.0000,6.4120,6.4120,0.0000,0.0000,0.0000,23315.0000,11.6575,250,2000,0,0.0000,8.7336,18-2-5-12-14-15-9-4-16-7-13-8-6-3-17-10-19-20-11-1,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I36,20,4,0.0000,0.0000,85.0000,17.3120,17.3120,0.0000,0.0000,0.0000,28177.0000,14.0885,250,2000,0,0.0000,4.9099,11-12-15-7-8-5-17-14-18-20-4-3-9-19-10-6-16-2-1-13,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I37,20,4,533.0000,471.0000,1183.0000,741.5880,266.6403,471.0000,11.6323,0.0000,20107.0000,10.0535,250,2000,1790,89.5000,0.9601,7-16-14-17-3-15-12-18-19-5-6-11-1-9-8-4-13-20-10-2,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I38,20,4,829.0000,709.0000,1451.0000,1059.5640,343.7995,709.0000,14.4753,0.0000,15450.0000,7.7250,250,2000,1430,71.5000,0.7003,11-19-8-16-5-20-18-13-9-7-3-17-14-6-2-1-15-4-12-10,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I39,20,4,912.0000,833.0000,1684.0000,1193.8760,355.3410,833.0000,8.6623,0.0000,19457.0000,9.7285,250,2000,1776,88.8000,0.7128,7-20-15-12-18-4-11-14-5-10-17-9-16-19-8-3-2-1-6-13,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I40,20,4,51.0000,51.0000,374.0000,146.7640,95.7640,51.0000,0.0000,0.0000,21546.0000,10.7730,250,2000,0,0.0000,2.2008,13-6-4-18-20-11-15-5-1-8-16-3-10-9-19-14-17-2-7-12,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I41,20,4,159.0000,143.0000,526.0000,305.4160,162.2425,143.0000,10.0629,0.0000,28529.0000,14.2645,250,2000,60,3.0000,1.2540,14-1-9-5-13-17-8-10-19-11-7-3-18-6-2-4-12-15-16-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I42,20,5,4358.0000,4143.0000,5292.0000,4631.7280,484.9334,4143.0000,4.9335,0.0000,18756.0000,9.3780,250,2000,571,28.5500,0.2481,1-7-2-13-4-15-6-19-11-18-8-17-9-3-16-5-14-10-12-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I43,20,5,4707.0000,4528.0000,5627.0000,5069.7080,538.1080,4528.0000,3.8028,0.0000,19180.0000,9.5900,250,2000,680,34.0000,0.2168,1-3-6-5-14-10-4-8-11-20-7-18-12-13-17-15-9-16-19-2,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I44,20,5,536.0000,462.0000,1161.0000,764.7080,300.4579,462.0000,13.8060,0.0000,23818.0000,11.9090,250,2000,415,20.7500,0.9141,11-6-12-14-10-9-19-3-2-15-5-8-1-17-18-20-4-7-13-16,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I45,20,5,637.0000,601.0000,1385.0000,971.5760,368.9849,601.0000,5.6515,0.0000,22955.0000,11.4775,250,2000,395,19.7500,0.8069,20-13-6-2-16-5-1-9-10-17-11-12-7-15-3-4-14-18-8-19,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I46,20,5,603.0000,514.0000,1064.0000,789.2960,273.4185,514.0000,14.7595,0.0000,30327.0000,15.1635,250,2000,681,34.0500,0.6968,7-12-6-20-17-4-3-16-2-11-8-14-1-15-18-13-10-9-5-19,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I47,20,5,396.0000,331.0000,894.0000,573.9080,242.1560,331.0000,16.4141,0.0000,25382.0000,12.6910,250,2000,601,30.0500,0.9810,1-2-18-13-20-19-3-14-17-9-12-7-4-15-8-10-5-6-11-16,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I48,30,3,9901.0000,8697.0000,11715.0000,10200.3960,1460.3559,8697.0000,12.1604,0.0000,40421.0000,20.2105,250,2000,1572,78.6000,0.2959,24-19-2-29-25-30-16-18-14-1-12-28-6-11-22-8-15-21-9-3-23-27-13-26-17-7-10-4-5-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I49,30,3,10628.0000,9607.0000,12240.0000,10754.3440,1101.9527,9607.0000,9.6067,0.0000,28983.0000,14.4915,250,2000,1918,95.9000,0.2448,19-30-12-4-20-1-17-3-16-23-11-14-26-10-18-5-29-27-24-9-21-6-7-8-15-2-25-13-22-28,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I50,30,3,2359.0000,2042.0000,3900.0000,2937.0440,847.8196,2042.0000,13.4379,0.0000,30264.0000,15.1320,250,2000,1746,87.3000,0.6326,30-7-13-4-24-17-19-9-27-6-10-28-12-20-16-11-15-23-22-26-18-21-8-29-14-3-25-5-1-2,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I51,30,3,1943.0000,1735.0000,3270.0000,2442.3320,677.9113,1735.0000,10.7051,0.0000,24948.0000,12.4740,250,2000,1780,89.0000,0.6285,8-21-26-3-17-7-2-4-18-6-5-19-11-20-29-12-28-27-13-16-10-24-14-9-22-23-15-1-25-30,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I52,30,3,172.0000,135.0000,772.0000,314.4800,176.4556,135.0000,21.5116,0.0000,27565.0000,13.7825,250,2000,660,33.0000,2.0256,18-28-30-14-17-22-1-13-10-29-8-6-7-26-25-3-16-11-21-4-23-2-5-9-12-15-19-20-24-27,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I53,30,3,229.0000,171.0000,693.0000,389.7600,214.3593,171.0000,25.3275,0.0000,28899.0000,14.4495,250,2000,574,28.7000,1.3393,14-2-11-25-28-16-21-22-9-24-18-19-1-7-30-29-4-10-5-26-27-15-23-8-3-20-17-6-12-13,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I54,30,3,747.0000,580.0000,1549.0000,1028.1960,420.9720,580.0000,22.3561,0.0000,32586.0000,16.2930,250,2000,1629,81.4500,0.9424,29-23-30-11-20-25-22-12-7-3-4-18-28-6-13-24-2-27-10-26-21-14-16-9-1-5-15-19-8-17,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I55,30,3,596.0000,478.0000,1302.0000,909.4920,404.8986,478.0000,19.7987,0.0000,38969.0000,19.4845,250,2000,1845,92.2500,0.9060,12-27-20-4-24-14-13-16-9-29-23-22-5-15-2-11-25-7-19-28-1-6-30-3-18-10-17-26-8-21,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I56,30,3,645.0000,527.0000,1369.0000,933.8360,388.0601,527.0000,18.2946,0.0000,43300.0000,21.6500,250,2000,1980,99.0000,0.9017,29-21-26-2-23-14-18-7-4-20-15-8-6-28-9-5-1-12-17-10-30-24-13-27-11-16-19-25-3-22,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I57,30,4,10125.0000,8928.0000,11567.0000,10413.7120,1377.6897,8928.0000,11.8222,0.0000,42582.0000,21.2910,250,2000,1975,98.7500,0.2534,30-14-8-17-9-25-5-27-21-3-6-7-10-29-24-22-23-2-11-1-18-16-26-4-19-13-28-12-15-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I58,30,4,9312.0000,8438.0000,10625.0000,9625.9760,1145.2599,8438.0000,9.3857,0.0000,42214.0000,21.1070,250,2000,1876,93.8000,0.2272,15-9-22-28-12-11-1-4-23-16-21-18-20-14-17-19-24-6-25-29-5-7-3-10-13-27-30-2-8-26,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I59,30,4,2562.0000,2174.0000,3732.0000,2995.0120,778.5309,2174.0000,15.1444,0.0000,43380.0000,21.6900,250,2000,1165,58.2500,0.5202,27-24-7-8-29-23-16-22-3-26-19-25-14-6-10-30-4-9-1-20-12-5-28-2-15-18-11-13-17-21,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I60,30,4,3211.0000,2757.0000,4787.0000,3775.9600,978.6556,2757.0000,14.1389,0.0000,51214.0000,25.6070,250,2000,1645,82.2500,0.5376,21-18-27-10-13-11-7-4-12-29-2-1-16-14-24-22-28-30-5-23-8-17-26-25-6-15-19-3-9-20,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I61,30,4,8654.0000,8108.0000,10881.0000,9617.2800,1482.1189,8108.0000,6.3092,0.0000,61070.0000,30.5350,250,2000,1764,88.2000,0.2883,5-15-12-3-18-27-30-19-23-16-11-22-2-9-17-8-13-24-6-26-1-25-21-10-7-14-20-28-4-29,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I62,30,4,7375.0000,6903.0000,9717.0000,8266.9720,1328.6679,6903.0000,6.4000,0.0000,49654.0000,24.8270,250,2000,1763,88.1500,0.3404,6-27-1-10-11-13-8-23-12-7-17-19-16-3-9-2-25-5-14-21-15-4-20-28-30-26-18-22-24-29,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I63,30,4,268.0000,196.0000,844.0000,485.0320,268.9862,196.0000,26.8657,0.0000,46143.0000,23.0715,250,2000,1915,95.7500,1.3360,15-6-25-16-28-20-13-12-24-26-23-9-5-14-8-29-17-2-4-19-22-30-27-1-7-3-10-11-18-21,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I64,30,4,258.0000,224.0000,768.0000,470.9960,241.5972,224.0000,13.1783,0.0000,53548.0000,26.7740,250,2000,1360,68.0000,1.1550,7-12-20-9-1-4-23-24-21-6-22-26-5-2-27-25-16-8-13-18-15-30-10-29-3-11-14-17-28-19,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I65,30,4,2442.0000,2067.0000,3794.0000,2802.6960,695.7523,2067.0000,15.3563,0.0000,50296.0000,25.1480,250,2000,1739,86.9500,0.6162,5-10-14-21-13-7-4-18-12-26-24-15-11-16-1-27-9-20-29-30-25-23-6-3-22-17-19-2-8-28,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I66,30,4,2319.0000,2013.0000,3649.0000,2904.4400,831.7221,2013.0000,13.1953,0.0000,49940.0000,24.9700,250,2000,1930,96.5000,0.5633,10-24-13-22-7-15-28-19-4-26-1-8-5-25-21-3-17-6-29-2-12-18-16-23-20-30-9-11-14-27,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I67,30,4,1037.0000,850.0000,2103.0000,1350.4840,488.5612,850.0000,18.0328,0.0000,43694.0000,21.8470,250,2000,1324,66.2000,0.9278,10-27-15-21-30-13-11-12-19-2-29-14-3-22-5-1-6-7-9-8-17-23-4-26-16-20-25-18-24-28,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I68,30,4,859.0000,717.0000,1756.0000,1254.4120,523.8698,717.0000,16.5308,0.0000,59296.0000,29.6480,250,2000,587,29.3500,0.8283,6-12-18-3-22-27-29-5-19-13-20-25-30-11-17-26-15-28-9-16-7-2-8-14-21-4-10-1-23-24,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I69,30,5,10563.0000,9752.0000,11792.0000,10884.5360,1115.9145,9752.0000,7.6777,0.0000,46658.0000,23.3290,250,2000,365,18.2500,0.1874,23-29-13-8-14-1-20-10-25-4-18-17-5-28-2-24-11-21-19-6-30-15-12-16-22-27-3-7-9-26,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I70,30,5,11418.0000,10726.0000,13023.0000,11861.2640,1105.6272,10726.0000,6.0606,0.0000,48704.0000,24.3520,250,2000,1826,91.3000,0.1937,23-20-7-9-12-21-15-30-18-26-29-4-13-19-27-17-11-6-8-5-16-1-25-24-14-22-2-10-28-3,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I71,30,5,2252.0000,1915.0000,3497.0000,2729.4480,791.9154,1915.0000,14.9645,0.0000,59951.0000,29.9755,250,2000,1630,81.5000,0.5796,15-23-25-5-29-27-28-30-6-1-26-21-20-22-2-13-18-3-11-24-14-19-4-7-12-8-9-17-10-16,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
I72,30,5,2665.0000,2335.0000,4046.0000,3204.9880,858.2918,2335.0000,12.3827,0.0000,109879.0000,54.9395,250,2000,585,29.2500,0.5339,25-21-10-28-23-13-29-27-26-12-4-16-8-30-22-20-9-5-2-3-19-24-11-15-18-7-6-1-14-17,PSO|Pop:250|Gen:2000|c1:0.200000|c2:0.200000|Pm:0.900000|Cross:4|Mut:4
